ID,YEAR,d15N,d13C,d2H,d18O,ZONE,Sex,Latitude,Longitude,Delete2
737,2005,18.3,-14.9,NA,NA,DS,0,62.34,-64.5217,0
738,2005,18.4,-14.9,NA,NA,DS,0,61.7,-65.3,0
739,2005,18.4,-14.9,NA,NA,DS,0,61.93,-66.4582,0
740,2005,18.5,-14.9,NA,NA,DS,0,61.68,-65.3408,0
741,2005,18.7,-14.9,-53.27,9.012,DS,1,62.83,-65.0967,0
742,2005,18.79,-14.9,-53.588,9.128,DS,1,62.5175,-64.34966667,0
743,2005,18.8,-14.9,NA,NA,DS,1,61.56,-65.3667,0
744,2005,18.9,-14.9,NA,NA,DS,0,61.54,-64.9248,0
745,2005,19,-14.9,-69.1562,8.1296,DS,1,60.32,-64.8203,0
746,2005,19.1,-14.9,-49.88,8.706,DS,1,62.45,-64.266,0
747,2005,19.2,-14.9,NA,NA,DS,1,61.61,-65.4497,0
748,2005,19.6,-14.9,-60.819,10.004,DS,1,62.53,-64.159,0
749,2005,19.7,-14.9,-46.31,10.805,DS,1,62.93,-63.781,0
750,2008,19.1,-14.9,-81.1,NA,FB,0,65.34,-76.4158,0
751,2008,19.1,-14.9,-62.5,NA,FB,0,63.05,-71.3917,0
752,2008,19.4,-14.9,-82,NA,FB,0,65.31,-75.89,0
753,2008,20.2,-14.9,-71.7,NA,FB,0,67.26,-76.42,0
754,2008,20.3,-14.9,-67.3,NA,FB,0,68.23,-75.1433,0
755,1992,20.6,-14.9,-57.44,5.31,KB,0,77.37,-78.8,0
756,1992,19.1,-14.9,-80.014,8.8218,LS,1,71.12,-88.083,0
757,1992,19.3,-14.9,-80.85,4.83,LS,0,75.68,-81.117,0
758,1992,19.7,-14.9,-90.29,6.01,LS,0,75.68,-80.9,0
759,1997,21,-14.9,NA,NA,LS,1,72.07,-90.282,0
760,2005,19.68,-14.89,-56.791,8.972,DS,1,62.53483333,-64.42,0
761,2005,20.11,-14.87,-51.452,10.444,DS,1,62.52566667,-64.159,0
762,1997,19.9,-14.85,-61.06,8.04,BB,0,66.919,-61.86,0
763,1997,18.2,-14.8,-49.49,8.36,BB,1,66.84,-61.918,0
764,1997,19.2,-14.8,-50.38,10.21,BB,1,72.86,-78.566,0
765,2005,17.8,-14.8,-68.1213,7.8593,DS,0,60.48,-67.8582,0
766,2005,17.8,-14.8,NA,NA,DS,0,61.49,-65.1587,0
767,2005,18,-14.8,-69.3226,9.1863,DS,0,61.89,-66.004,0
768,2005,18,-14.8,-75.5851,10.2287,DS,1,62.43,-64.3133,0
769,2005,18.2,-14.8,-82.4149,8.2384,DS,1,60.42,-64.8637,0
770,2005,18.2,-14.8,-66.5732,8.5762,DS,0,58.53,-62.7247,0
771,2005,18.2,-14.8,-63.87,9.097,DS,1,59.62,-64.0298,0
772,2005,18.4,-14.8,-69.0813753,9.200969632,DS,1,60.45,-64.8512,0
773,2005,18.6,-14.8,-63.57,9.309,DS,1,59.55,-64.0652,0
774,2005,18.7,-14.8,-77.5177,9.1636,DS,1,62.03,-66.88,0
775,2005,18.8,-14.8,-62.04,7.883,DS,1,60.47,-64.6855,0
776,2005,18.8,-14.8,-74.03,8.227,DS,1,60.62,-64.7292,0
777,2005,18.8,-14.8,-73.2658,8.6141,DS,1,60.09,-64.9597,0
778,2005,19.4,-14.8,-66.43,7.755,DS,1,62.53,-65.143,0
779,2005,19.5,-14.8,NA,NA,DS,1,62.4,-64.4795,0
780,2005,18.2,-14.8,-82.4427,7.3973,FB,0,62.11,-67.1933,0
781,2008,18.7,-14.8,-84.9,NA,FB,1,65.39,-76.5761,0
782,1997,18.7,-14.8,NA,NA,LS,1,75.85,-82.278,0
783,1992,19.1,-14.8,-96.0652,4.9264,LS,0,71.18,-88.533,0
784,1992,20.1,-14.8,-90.34,5.53,LS,0,75.7,-86.817,0
785,2016,19.92,-14.74,NA,NA,FB,1,64.25,-76.51,0
786,2005,17.7,-14.7,-73.0368,8.9108,DS,0,62.04,-66.9355,0
787,2005,17.8,-14.7,-76.5932,8.1598,DS,0,59.86,-65.1318,0
788,2005,18.2,-14.7,-71.79,8.135,DS,1,59.42,-63.7,0
789,2005,18.3,-14.7,NA,NA,DS,0,61.42,-64.9593,0
790,2005,18.5,-14.7,-78.9056,8.2984,DS,1,60.38,-64.7493,0
791,2005,18.5,-14.7,NA,NA,DS,1,61.4,-64.8918,0
792,2005,18.6,-14.7,-66.56,8.684,DS,1,62.56,-65.0567,0
793,2005,18.6,-14.7,-65.2176,8.88,DS,0,59.97,-64.3547,0
794,2005,18.9,-14.7,-62.42,8.773,DS,1,60.63,-64.7257,0
795,2005,18.9,-14.7,-53.901,10.689,DS,1,62.53,-64.159,0
796,2005,19,-14.7,-84.9954,8.353,DS,1,59.77,-64.2072,0
797,2005,19.1,-14.7,-67.2679,8.7663,DS,1,60.4,-67.8795,0
798,2005,19.5,-14.7,NA,NA,DS,1,61.93,-66.59,0
799,2005,19.6,-14.7,NA,NA,DS,1,61.9,-66.377,0
800,2005,19.8,-14.7,-75.9741,8.2707,DS,1,60.44,-64.7282,0
801,2008,21.7,-14.7,-7.6,NA,FB,1,65.77,-84.0832,1
802,1992,19.3,-14.7,-89.24,6.59,LS,0,71.12,-88.35,0
803,1997,19.7,-14.7,NA,NA,LS,1,72.08,-90.325,0
804,2005,17.9,-14.6,-61.5885,8.6557,DS,0,60.42,-67.8645,0
805,2005,18,-14.6,-66.0365,9.3518,DS,0,60.05,-64.2743,0
806,2005,18.2,-14.6,NA,NA,DS,1,61.46,-65.1202,0
807,2005,18.6,-14.6,-76.8017,9.0502,DS,1,59.86,-64.2067,0
808,2005,18.6,-14.6,-63.81,9.58,DS,1,62.73,-64.971,0
809,2005,18.8,-14.6,-75.7374,7.0267,DS,1,60.46,-67.9203,0
810,2007,18.8,-14.6,-69.9334,7.9823,DS,1,62.76,-63.8568,0
811,2005,18.8,-14.6,-56.97,8.382,DS,1,62.5,-64.8107,0
812,2005,19.1,-14.6,-80.0428,8.2152,DS,1,60.28,-64.7603,0
813,2005,19.1,-14.6,-56.627,9.101,DS,1,62.53,-64.159,0
814,2005,19.4,-14.6,NA,NA,DS,1,61.77,-65.735,0
815,2005,19.8,-14.6,NA,NA,DS,1,61.43,-65.05,0
816,2008,19.4,-14.6,-79.5,NA,FB,0,68.15,-74.3686,0
817,1997,19.47,-14.54,-63.21,6,BB,1,66.544,-61.605,0
818,2005,18.7,-14.53,-47.57,10.589,DS,0,62.50916667,-64.50533333,0
819,2005,19.63,-14.53,-62.3127,8.0897,DS,1,60.3955,-67.8795,0
820,2005,17.7,-14.5,-77.1319,8.9398,DS,0,59.86,-64.2067,0
821,2005,18,-14.5,-80.9161,7.8809,DS,0,59.58,-69.3058,0
822,2005,18.3,-14.5,-65.66,9.047,DS,0,59.81,-64.1752,0
823,2005,18.3,-14.5,-66.7153,9.3022,DS,0,60.33,-67.9742,0
824,2005,18.9,-14.5,-75.7666,7.307,DS,1,60.4,-67.8795,0
825,2005,19.5,-14.5,-75.4344,9.5445,DS,1,60.09,-67.8523,0
826,2005,19.6,-14.5,-72.0667,9.0905,DS,1,62.03,-66.88,0
827,2005,19.2,-14.5,-63.1609,8.2276,FB,0,62.16,-67.8853,0
828,2008,19.3,-14.5,-81,NA,FB,0,65.39,-76.6685,0
829,2008,19.4,-14.5,-81.8,NA,FB,0,65.37,-76.503,0
830,2008,20.2,-14.5,-79,NA,FB,0,65.39,-76.6356,0
831,1992,20.5,-14.49,-62.4334,8.6465,BB,1,71.7,-72.183,0
832,1994,12.04,-14.47,-60.67,7.13,BB,0,67.15,-63.876,1
833,1997,21.11,-14.42,-77.41,9.46,BB,1,70.311,-68.17,0
834,2005,19,-14.4,-59.0912,8.2693,DS,0,60.4,-68.147,0
835,2005,19.1,-14.4,-83.1786,8.4227,DS,1,62.1,-66.1232,0
836,2005,19.7,-14.4,-86.6304,8.1605,DS,1,60.35,-67.9333,0
837,2005,19.7,-14.4,NA,NA,DS,1,61.93,-66.59,0
838,2008,19.6,-14.4,-81.1,NA,FB,1,69.14,-76.9051,0
839,2005,19.18,-14.37,-50.963,10.32,DS,1,62.5133,-64.2622,0
840,2005,18.3,-14.3,-66.74,8.404,DS,0,59.62,-64.0298,0
841,2005,18.4,-14.3,NA,NA,DS,1,60.39,-67.9113,0
842,2005,18.9,-14.3,-68.2753,8.5214,DS,1,60.42,-67.8645,0
843,2005,19.2,-14.3,-77.7706169,8.674372955,DS,1,60.39,-64.4443,0
844,2005,19.5,-14.3,-63.8,9.067,DS,1,60.56,-64.5428,0
845,2005,19.5,-14.3,-60.1,9.821,DS,1,60.27,-64.5935,0
846,2005,20.2,-14.22,-70.6899849,9.977159071,DS,1,59.03,-68.94,0
847,2005,18.3,-14.2,-65.75,7.082,DS,1,59.45,-63.6828,0
848,2005,18.3,-14.2,-73.1049,7.4424,DS,0,60.34,-64.4907,0
849,2005,18.5,-14.2,-77.3993993,8.608273065,DS,1,60.6,-64.7653,0
850,2005,18.6,-14.2,-64.84,9.599,DS,1,59.45,-63.6828,0
851,2005,19,-14.11,-54.6064668,9.316717413,DS,0,60.38,-64.5048,0
852,2005,18.2,-14.1,-64.29,9.426,DS,1,59.04,-63.5688,0
853,2005,18.9,-14.1,-79.0972,8.5101,DS,1,60.27,-64.7052,0
854,2005,19,-13.9,-66.09,8.365,DS,1,60.27,-64.5935,0
855,2005,19.7,-13.9,-86.2121,5.9383,DS,1,60.42,-68.283,0
856,2005,18.9,-13.8,-53.92,9.009,DS,1,59.45,-63.6957,0
857,2005,20.16,-13.68,-59.14,8.851,DS,1,59.211,-63.5678,0
858,1997,19.81,NA,-60.41,7.87,BB,1,67.94,-66.123,0
859,2005,NA,NA,NA,NA,DS,1,66.565,-61.39,0
860,2005,NA,NA,NA,NA,DS,1,60.38883333,-64.4443,0
861,2005,NA,NA,NA,8.9,WH,0,56.9,-89.8,0
862,2015,NA,NA,-62.63,9.16,WH,1,58.76,-93.227,0
1034,1992,18.2,-19,-87.23,4.01,BB,0,73.68,-79.7,1
1035,2007,15.9,-18.5,-71.1,6.9,WH,1,58.2,-92.9,1
1036,2015,20.5,-18.2,-46.65,8.161,WH,0,57.67,-93.77,0
1037,2005,18.4,-18.1,-74.8,8.8,WH,0,57.8,-93.9,0
1038,2015,19.9,-18.1,-49.42,10.122,WH,1,58.02,-93.625,0
1039,2015,20.6,-18,-64.84,7.853,WH,1,58.13,-93.165,0
1040,2006,18.3,-17.9,NA,7.7,WH,0,57.4,-93.4,0
1041,1997,19.5,-17.8,NA,NA,LS,1,75.98,-98.625,0
1042,2015,20.7,-17.8,-54.9,8.65,WH,0,58.09,-93.14,0
1043,2005,19.1,-17.7,NA,8.2,WH,1,57.2,-90.4,0
1044,2005,19.1,-17.7,-65.4,8.5,WH,0,57.7,-92.7,0
1045,2005,19.9,-17.7,NA,8.6,WH,0,57.5,-93.3,0
1046,1997,20,-17.6,NA,NA,LS,0,74.75,-98.118,0
1047,2006,16.9,-17.6,-73.4,6.9,WH,1,59,-94.8,1
1048,2005,18.3,-17.6,-61.7,8.9,WH,0,58.3,-94.9,0
1049,2005,19.3,-17.5,NA,7.5,WH,1,56.9,-89.3,0
1050,1997,20.5,-17.3,-93.57,6.64,LS,0,72.63,-93.596,0
1051,2005,18.9,-17.3,-57.6,9,WH,0,58.1,-93.7,0
1052,2006,18.2,-17.2,-71.6,7.8,WH,1,58.5,-93.1,0
1053,2006,18.7,-17.2,NA,8,WH,1,57.5,-93.3,0
1054,2007,19.4,-17.2,NA,7.6,WH,1,57.4,-92.4,0
1055,2005,19.8,-17.2,-62,8.5,WH,0,57.6,-92.9,0
1056,2006,18.5,-17.1,-62,8.5,WH,0,57.6,-93.6,0
1057,2006,18.9,-17.1,-71.7,6.3,WH,0,58.2,-93.6,0
1058,2005,19.7,-17.1,-73.4,8.2,WH,0,58.3,-93.5,0
1059,1997,19.6,-17,NA,NA,LS,1,73.67,-83.906,0
1060,2007,19.9,-17,-62,6.4,WH,1,57.7,-93.3,0
1061,2016,18.49,-16.94,NA,NA,DS,1,66.1,-66.78,0
1062,2006,19,-16.9,-61.2,7.2,WH,0,57.6,-93.5,0
1063,2016,19.16,-16.87,NA,NA,DS,1,65.25,-64.38,0
1064,1997,18.9,-16.8,NA,NA,LS,1,72.2,-93.826,0
1065,2016,19.56,-16.66,NA,NA,DS,0,65.71,-65.51,0
1066,2016,19.19,-16.56,NA,NA,DS,1,66.03,-66.8,0
1067,2005,17,-16.3,NA,NA,DS,0,62.34,-64.6498,0
1068,1997,20,-16.3,-113.58,5.13,LS,0,73.39,-89.903,0
1069,1992,21.1,-16.2,-81.98,4.1,KB,0,77.28,-81.3,0
1070,1997,21.1,-16.2,-76.9,8.38,LS,0,72.73,-91.366,0
1071,1992,20,-16.1,-81.99,6.23,BB,1,71.65,-73.133,0
1072,2005,17.1,-16.1,-63.5374,8.3908,DS,1,60.06,-65.0482,0
1073,1997,18.9,-16.1,NA,NA,LS,0,76.31,-78.749,0
1074,1997,20.52,-16.08,-87.67,7.11,BB,1,70.708,-69.661,0
1075,1997,18.5,-16,-66.44,5.38,BB,1,67.06,-62.332,0
1076,2005,18.8,-16,-61.302442,8.11911,BB,0,66.35,-62.2033,0
1077,1997,19.8,-16,-79.62,8.36,BB,0,72.13,-75.004,0
1078,2005,18.6,-16,-66.4668,8.2169,DS,1,65.22,-63.7907,0
1079,1992,18.3,-15.9,-74.11,7.17,BB,0,67.87,-65.983,0
1080,1997,18.4,-15.9,-63.93,14.16,BB,0,72.04,-74.195,0
1081,2005,17.2,-15.9,-70.9391819,8.319248574,DS,0,62.58,-66.5785,0
1082,2005,17.4,-15.9,NA,NA,DS,1,61.87,-64.9437,0
1083,2005,18.1,-15.9,-65.1351,9.8994,DS,1,64.99,-63.593,0
1084,2005,18.7,-15.9,-62.593,7.707,DS,1,65.3,-63.3012,0
1085,1997,20.2,-15.9,NA,NA,LS,1,75.62,-87.53,0
1086,1992,17.6,-15.8,-71.65,7.59,BB,0,67.23,-63.317,0
1087,1997,18.7,-15.8,-82.15,6.83,BB,1,67,-62.284,0
1088,1992,19.1,-15.8,-78.22,5.82,BB,0,71.08,-70.283,0
1089,2005,18.6,-15.8,-58.6904,7.3786,DS,1,65.27,-63.4658,0
1090,2005,18.8,-15.8,-63.2578992,8.890265652,DS,0,63.24,-65.0993,0
1091,1997,18,-15.8,NA,NA,LS,0,71.16,-88.577,0
1092,1997,20.2,-15.8,NA,NA,LS,0,73.93,-95.594,0
1093,1997,20.89,-15.77,-87.44,3.71,BB,1,73.505,-80.764,0
1094,1997,20.06,-15.76,-65.23,8.61,BB,0,69.148,-66.785,0
1095,1997,19.92,-15.73,-64.46,4.99,BB,0,70.111,-67.511,0
1096,1997,17.6,-15.7,-65.88,8.52,BB,0,66.9,-63.827,0
1097,1991,17.8,-15.7,-68.55,8.68,BB,0,70.62,-68.617,0
1098,1997,18.2,-15.7,-50.61,10.39,BB,1,69.59,-67.898,0
1099,1992,19,-15.7,-71.8044,9.1094,BB,0,71.35,-70.05,0
1100,2005,17.6,-15.7,-60.17,8.23,DS,0,62.92,-64.6072,0
1101,2005,17.8,-15.7,-63.09,9.214,DS,0,62.54,-64.9808,0
1102,2005,18.3,-15.7,-58.7293882,9.470119045,DS,0,61.45,-64.7345,0
1103,2005,18.6,-15.7,NA,NA,DS,0,61.79,-64.9637,0
1104,2005,18.7,-15.7,-60.14,9.05,DS,0,62.51,-64.8577,0
1105,2008,20.6,-15.7,-76.6,NA,FB,0,69.2,-77.1333,0
1106,1997,19,-15.7,-89.88,5.89,LS,0,72.51,-93.408,0
1107,1995,19.98,-15.68,-68.45,11.37,BB,1,67.853,-65.806,0
1108,1997,19.62,-15.61,-65.58,6.8,BB,1,70.064,-67.356,0
1109,1991,18.4,-15.6,-63.7,7.66,BB,0,73.65,-78.933,0
1110,2005,18.7,-15.6,-54.786036,7.3447,BB,0,66.55,-61.445,0
1111,2005,18.2,-15.6,-63.04943,8.48857,DS,0,62.46,-64.4632,0
1112,2005,18.3,-15.6,-64.8986,8.3079,DS,1,62.88,-64.877,0
1113,2005,18.6,-15.6,-59.9747,10.2279,DS,1,64.97,-63.777,0
1114,2005,18.8,-15.6,-53.86,8.78,DS,0,63.24,-65.0993,0
1115,2005,19,-15.6,-65.8495,7.2798,DS,1,65.8,-62.5257,0
1116,1997,20.3,-15.6,NA,NA,LS,1,74.82,-92.076,0
1117,2016,19.55,-15.53,NA,NA,FB,1,64.36,-76.91,0
1118,1997,17.4,-15.5,-60.66,8.3,BB,1,67.2,-63.738,0
1119,1991,18.2,-15.5,-63.61,5.95,BB,1,69.47,-67.2,0
1120,1992,19.8,-15.5,-85.76,2.01,BB,1,73.7,-81.383,1
1121,1992,19.8,-15.5,-81.47,5.1,BB,0,71.73,-72.233,0
1122,1992,17.3,-15.5,-67.2,14.05,DS,1,65.07,-63.467,0
1123,2005,18.1,-15.5,-68.7256251,9.311887955,DS,0,62.9,-66.6295,0
1124,2005,18.7,-15.5,-54.98,9.018,DS,1,62.92,-65.0693,0
1125,1997,19,-15.5,NA,NA,LS,0,74.99,-96.682,0
1126,1997,19.7,-15.5,-84.52,6.83,LS,1,73.75,-82.13,0
1127,1992,19.8,-15.4,-83.06,2.17,BB,0,73.8,-78.517,1
1128,1997,19.86,-15.4,-54.26,12.29,BB,1,72.15,-74.63,0
1129,1997,19.7,-15.4,NA,NA,LS,1,72.89,-90.871,0
1130,1997,19.8,-15.4,-93.84,6.66,LS,0,75.5,-88.914,0
1131,1991,18.1,-15.3,-67.98,6.13,BB,0,67.93,-66.017,0
1132,2005,18.7,-15.3,-78.4338,9.1409,DS,0,62.03,-66.88,0
1133,2005,19.03,-15.3,-48.393,11.638,DS,1,62.52816667,-64.3075,0
1134,2008,21,-15.3,-84.8,NA,FB,1,68.23,-76.7113,0
1135,2005,17.6,-15.2,-69.7662,9.4884,DS,1,60.11,-64.9803,0
1136,2005,17.9,-15.2,NA,NA,DS,1,61.52,-65.2592,0
1137,2005,18.1,-15.2,-60.44537,9.5014,DS,0,62.43,-64.426,0
1138,2005,18.5,-15.2,-58.905612,9.86449,DS,0,62.41,-64.4635,0
1139,2005,18.9,-15.2,NA,NA,DS,0,61.8,-65.918,0
1140,2006,20.1,-15.2,NA,NA,DS,0,61.88,-65.9635,0
1141,1992,20.2,-15.2,-71.93,4.04,KB,0,77.5,-76.8,0
1142,1997,18.62,-15.18,-62.49,6.54,BB,0,67.143,-62.419,0
1143,1996,19.71,-15.13,-68.67,13.55,LS,1,71.265,-90.102,0
1144,2005,18.12,-15.12,-55.212,10.072,DS,0,62.5175,-64.34966667,0
1145,2005,17.6,-15.1,-63.79,8.871,DS,1,58.53,-62.7247,0
1146,2005,18.1,-15.1,-75.9374,7.6906,DS,1,60.56,-68.0008,0
1147,2005,18.7,-15.1,NA,NA,DS,0,61.88,-66.1317,0
1148,2008,20.9,-15.1,-71.3,NA,FB,0,69.14,-77.0575,0
1149,1992,19.6,-15.1,-94.0862,6.0196,LS,1,71.25,-88.667,0
1150,1992,20.5,-15.1,-89.27,6.28,LS,1,71.22,-89.217,0
1151,1997,18.43,-15.09,-58.71,14.42,BB,1,69.864,-67.218,0
1152,1997,19.22,-15.07,-67.94,12.6,BB,1,69.61,-67.881,0
1153,2016,18.77,-15.04,NA,NA,FB,0,64.35,-77.61,0
1154,2005,17.7,-15,-75.3752,8.8721,DS,0,59.61,-63.9653,0
1155,2005,18.4,-15,NA,NA,DS,1,61.53,-65.359,0
1156,1997,18.2,-14.9,-62.24,7.91,BB,0,67.06,-62.034,0
1157,2005,18.1,-14.9,-66.3917663,8.517574781,DS,0,60.31,-64.6095,0
1158,2005,17.8,-14.8,-65.51,8.846,DS,1,60.6,-64.7545,0
1159,2005,18.3,-14.8,-81.4952,8.4446,DS,1,59.58,-69.3058,0
1160,2005,17.7,-14.7,-57.57,9.608,DS,0,61.67,-64.9145,0
1161,2005,18.3,-14.7,-66.3345,10.0661,DS,0,60.18,-64.968,0
1162,2005,18.4,-14.7,-74.1108582,9.631560929,DS,0,59.58,-69.3058,0
1163,2005,18.5,-14.7,NA,NA,DS,0,62.73,-65.7247,0
1164,2005,17.7,-14.6,-66.3376304,9.995388948,DS,0,60.45,-64.8512,0
1165,2005,18.2,-14.6,-69.2,8.211,DS,0,59.43,-63.7223,0
1166,2005,18.7,-14.6,NA,NA,DS,1,61.37,-64.9385,0
1167,2005,18.4,-14.6,-70.6894,9.0662,FB,0,62.13,-67.2892,0
1168,1993,18.52,-14.59,-62.58,6.14,DS,1,66.45,-61.65,0
1169,2005,18.8,-14.4,-76.0533,7.7306,FB,1,62.08,-67.3113,0
1170,2005,18.5,-14.2,-75.821,8.5412,DS,1,60.09,-64.9635,0
1171,2006,NA,NA,-66.6,7.1,WH,1,58.7,-93.1,0
1172,2005,NA,NA,-65.6,9.3,WH,1,58.5,-93.1,0
1173,2015,19.1,-19,-67.42,9.553,WH,1,57.8,-93.783,1
1174,2015,19,-18.2,-67.86,8.182,WH,0,58.29,-92.981,0
1175,2015,20.2,-18.1,-63.6,7.77,WH,0,58.16,-92.936,0
1176,1997,19.4,-17.9,NA,NA,LS,1,72.72,-96.268,0
1177,2005,18.7,-17.8,-67.9,9.1,WH,1,57.8,-93.4,0
1178,2015,20.8,-17.8,-51.67,8.287,WH,1,59.79,-94.775,0
1179,1997,18.3,-17.7,NA,NA,LS,0,74.1,-95.258,0
1180,2005,19.7,-17.7,-55.5,9.6,WH,0,57.5,-93,0
1181,1991,21,-17.6,-107.08,5.99,VM,0,72.98,-110.067,0
1182,2005,19.6,-17.6,NA,9.2,WH,1,57.4,-93.3,0
1183,2005,20.1,-17.6,-65.7,9.6,WH,1,58.2,-93.8,0
1184,1997,18.4,-17.5,NA,NA,LS,1,74.1,-95.258,0
1185,2005,18.7,-17.5,-66.2,8.4,WH,1,58.5,-93.1,0
1186,2005,19.3,-17.5,-69.8,8.9,WH,1,58.5,-93.1,0
1187,1997,20.6,-17.4,-94.67,7.11,LS,0,74.88,-96.673,0
1188,2005,18.9,-17.4,-56.9,9.9,WH,0,57.6,-93.7,0
1189,1991,19.7,-17.3,-107.22,5.37,VM,0,72.98,-110.067,0
1190,2005,19.7,-17.3,-67.5,8.8,WH,1,58,-93.6,0
1191,1997,19.5,-17.2,NA,NA,LS,1,74.71,-93.053,0
1192,1997,19.5,-17.2,NA,NA,LS,1,72.79,-93.735,0
1193,2005,18.8,-17.2,-71.8,8.8,WH,0,58.4,-93.1,0
1194,2005,19.6,-17.2,-66.8,9.5,WH,0,57.9,-93.3,0
1195,1997,19.6,-17.1,-105.08,6.76,LS,1,74.65,-97.34,0
1196,2005,19.3,-17.1,-64.6,8.9,WH,1,57.8,-93.4,0
1197,2005,19.3,-17.1,-54.1,9.4,WH,1,58.2,-93.7,0
1198,2005,19.5,-17.1,-56.9,9.3,WH,1,58.1,-93.7,0
1199,1997,19.5,-17,-111.97,6.48,LS,0,73.04,-89.489,0
1200,1997,20.1,-17,-93.42,6.92,LS,1,74.88,-96.673,0
1201,2005,19.2,-17,-53.9,9.7,WH,0,57.5,-93,0
1202,1997,19.3,-16.9,NA,NA,LS,0,74.71,-93.053,0
1203,2005,19.3,-16.9,-55.9,9.6,WH,0,58.2,-93.7,0
1204,2005,19.7,-16.9,-62.6,9.8,WH,1,58.1,-93.7,0
1205,1997,18.4,-16.7,NA,NA,LS,0,75.38,-93.57,0
1206,1997,18.9,-16.7,-100.51,7.46,LS,0,73.04,-89.339,0
1207,2008,20.9,-16.6,-8,NA,FB,0,65.76,-84.6461,1
1208,1997,17.6,-16.5,-109.64,5.17,LS,0,75.38,-93.57,0
1209,2005,16.8,-16.4,-68.2048893,10.46336874,DS,0,62.58,-66.5785,0
1210,2008,20.7,-16.4,-79.8,NA,FB,1,65.76,-84.6461,0
1211,2008,20.2,-16.3,-92.2,NA,FB,0,69.72,-79.9326,0
1212,2008,21.5,-16.3,-9.8,NA,FB,1,69.36,-78.2665,1
1213,1992,18.8,-16.3,-95.72,9.31,LS,1,74.55,-80.517,0
1214,1997,19.7,-16.3,-96.25,7.53,LS,0,72.51,-91.385,0
1215,1991,19.8,-16.3,-104.3,6.63,LS,1,73.17,-90.033,0
1216,1997,20.2,-16.2,NA,NA,LS,0,75.97,-94.547,0
1217,1992,21.2,-16.2,-113.2,0.37,LS,0,73.77,-81.55,1
1218,1997,18.5,-16.1,-71.27,11.26,BB,1,70.41,-69.375,0
1219,1997,18.7,-16.1,-88.49,6.26,BB,1,66.94,-62.254,0
1220,2005,18.7,-16.1,-63.51,8.89,DS,1,62.88,-64.7672,0
1221,2008,20.6,-16.1,-86.3,NA,FB,0,69.72,-79.9326,0
1222,1997,19.4,-16.1,-103.35,7.35,LS,0,72.72,-91.744,0
1223,1997,19.7,-16.1,NA,NA,LS,0,74.95,-92.198,0
1224,1997,19.9,-16.1,NA,NA,LS,1,72.4,-92.158,0
1225,1997,20.1,-16.1,NA,NA,LS,0,75.97,-94.547,0
1226,1997,20.5,-16.1,NA,NA,LS,0,72.51,-91.385,0
1227,1997,21.4,-16.1,NA,NA,LS,0,72.2,-91.453,0
1228,1992,17.6,-16,-68.65,5.97,BB,0,67.18,-63.867,0
1229,1991,17.7,-16,-82.06,7.86,BB,1,70.77,-69.267,0
1230,1997,18.4,-16,-60.39,6.58,BB,1,71.57,-72.199,0
1231,1997,18.7,-16,-71.14,7.74,BB,1,72.08,-74.259,0
1232,2005,18.9,-16,-63.75,8.47,DS,1,62.88,-64.7672,0
1233,1992,20.1,-16,-106.24,6.12,LS,1,74.55,-80.517,0
1234,1997,17.9,-15.9,-81.71,6.84,BB,1,70.41,-69.375,0
1235,1991,18.4,-15.9,-86.61,6.86,BB,1,70.77,-69.267,0
1236,1997,18.8,-15.9,-68.72,6.68,BB,0,71.57,-72.199,0
1237,1992,17.6,-15.8,-65.02,6.19,BB,0,67.18,-63.867,0
1238,1991,18.3,-15.8,-78.98,9.35,BB,0,69.47,-67.567,0
1239,1997,20.1,-15.8,NA,NA,LS,0,72.2,-91.453,0
1240,2005,17.7,-15.7,-64.0501738,8.783301116,DS,1,62.58,-66.5785,0
1241,2005,19.1,-15.7,-61.53,7.993,DS,1,62.54,-64.9808,0
1242,1997,19.3,-15.7,-111.08,7.29,LS,1,72.25,-92.493,0
1243,1997,19.6,-15.7,NA,NA,LS,0,74.95,-92.198,0
1244,1997,21,-15.7,NA,NA,LS,1,71.97,-90.303,0
1245,1992,19.6,-15.6,-88.93,6.48,BB,0,71.97,-72.517,0
1246,1992,20,-15.6,-96.25,5,BB,0,71.97,-72.517,0
1247,2005,17.3,-15.6,-67.6644,9.9826,DS,1,62.47,-64.4573,0
1248,2005,18,-15.6,-58.682742,7.07625,DS,1,65.86,-62.1585,0
1249,1997,20,-15.6,NA,NA,KB,1,77.03,-78.246,0
1250,2005,18.5,-15.5,NA,NA,DS,1,61.49,-65.1587,0
1251,1997,19.6,-15.5,NA,NA,KB,0,77.31,-81.199,0
1252,1997,18.5,-15.5,-111.12,5.54,LS,1,74.77,-92.698,0
1253,1997,20.9,-15.5,NA,NA,LS,0,73.3,-89.228,0
1254,1997,19.7,-15.4,NA,NA,KB,0,77.31,-81.199,0
1255,1997,19.7,-15.4,NA,NA,KB,0,77.31,-81.199,0
1256,2005,18.3,-15.3,NA,NA,DS,1,61.42,-64.9958,0
1257,2005,18.4,-15.3,-69.3073712,8.873097194,DS,1,61.74,-65.6887,0
1258,2005,18.5,-15.3,-63.54,9.132,DS,1,61.66,-64.9565,0
1259,2005,18.5,-15.3,NA,NA,DS,1,61.42,-64.9958,0
1260,2005,17.6,-15.2,NA,NA,DS,1,61.74,-65.2585,0
